ITEMID,CODE,TYPE,CATEGORY,LABEL,DESCRIPTION
100938,"5349 ","PROCEDURE",,,"OTH OPEN UMBILICAL HERNI "
100939,"5351 ","PROCEDURE",,,"INCISIONAL HERNIA REPAIR "
100940,"5359 ","PROCEDURE",,,"ABD WALL HERN REPAIR NEC "
100941,"5361 ","PROCEDURE",,,"OTH OPEN INCISIONAL HERI "
100942,"5362 ","PROCEDURE",,,"LAPAROSCOPIC INCISIONAL  "
100943,"5369 ","PROCEDURE",,,"OTH AND OPEN REPAIR OTH  "
100944,"537  ","PROCEDURE",,,"ABD REPAIR-DIAPHR HERNIA "
100945,"5371 ","PROCEDURE",,,"LAPAROSCOPIC REPAIR DIAP "
100946,"5372 ","PROCEDURE",,,"OTH & OPEN REPAIR DIAPHR "
100947,"5380 ","PROCEDURE",,,"THOR REP-DIAPH HERN NOS  "
100948,"5381 ","PROCEDURE",,,"DIAPHRAGMATIC PLICATION  "
100949,"539  ","PROCEDURE",,,"OTHER HERNIA REPAIR      "
100950,"540  ","PROCEDURE",,,"ABDOMINAL WALL INCISION  "
100951,"5411 ","PROCEDURE",,,"EXPLORATORY LAPAROTOMY   "
100952,"5412 ","PROCEDURE",,,"REOPEN RECENT LAP SITE   "
100953,"5419 ","PROCEDURE",,,"LAPAROTOMY NEC           "
100954,"5421 ","PROCEDURE",,,"LAPAROSCOPY              "
100955,"5423 ","PROCEDURE",,,"PERITONEAL BIOPSY        "
100956,"5424 ","PROCEDURE",,,"INTRA-ABD MASS BX - CLOS "
100957,"5425 ","PROCEDURE",,,"PERITONEAL LAVAGE        "
100958,"5429 ","PROCEDURE",,,"ABD REGION DX PROC NEC   "
100959,"543  ","PROCEDURE",,,"DESTRUCT ABD WALL LESION "
100960,"544  ","PROCEDURE",,,"DESTRUCT PERITONEAL TISS "
100961,"5451 ","PROCEDURE",,,"LAP LYSIS PERIT ADHESION "
100962,"5459 ","PROCEDURE",,,"PERITONEAL ADHESIOLYSIS  "
100963,"5461 ","PROCEDURE",,,"RECLOSE POST OP DISRUPT  "
100964,"5462 ","PROCEDURE",,,"DELAYED CLOS ABD WOUND   "
100965,"5463 ","PROCEDURE",,,"ABD WALL SUTURE NEC      "
100966,"5464 ","PROCEDURE",,,"PERITONEAL SUTURE        "
100967,"5471 ","PROCEDURE",,,"REPAIR OF GASTROSCHISIS  "
100968,"5472 ","PROCEDURE",,,"ABDOMEN WALL REPAIR NEC  "
100969,"5473 ","PROCEDURE",,,"PERITONEAL REPAIR NEC    "
60497,"326 ","HFCA_DRG",,,"STOMACH, ESOPHAGEAL & DUODENAL PROC W MC"
60498,"327 ","HFCA_DRG",,,"STOMACH, ESOPHAGEAL & DUODENAL PROC W CC"
60499,"328 ","HFCA_DRG",,,"STOMACH, ESOPHAGEAL & DUODENAL PROC W/O "
60500,"329 ","HFCA_DRG",,,"MAJOR SMALL & LARGE BOWEL PROCEDURES W M"
60501,"330 ","HFCA_DRG",,,"MAJOR SMALL & LARGE BOWEL PROCEDURES W C"
60502,"331 ","HFCA_DRG",,,"MAJOR SMALL & LARGE BOWEL PROCEDURES W/O"
60503,"331 ","HFCA_DRG",,,"OTHER KIDNEY & URINARY TRACT DIAGNOSES A"
60504,"332 ","HFCA_DRG",,,"OTHER KIDNEY & URINARY TRACT DIAGNOSES A"
60505,"332 ","HFCA_DRG",,,"RECTAL RESECTION W MCC                  "
60506,"333 ","HFCA_DRG",,,"OTHER KIDNEY & URINARY TRACT DIAGNOSES A"
60507,"333 ","HFCA_DRG",,,"RECTAL RESECTION W CC                   "
60508,"334 ","HFCA_DRG",,,"MAJOR MALE PELVIC PROCEDURES W CC       "
60509,"335 ","HFCA_DRG",,,"PERITONEAL ADHESIOLYSIS W MCC           "
60510,"336 ","HFCA_DRG",,,"PERITONEAL ADHESIOLYSIS W CC            "
60511,"336 ","HFCA_DRG",,,"TRANSURETHRAL PROSTATECTOMY WITH CC     "
60512,"338 ","HFCA_DRG",,,"APPENDECTOMY W COMPLICATED PRINCIPAL DIA"
60513,"338 ","HFCA_DRG",,,"TESTES PROCEDURES, FOR MALIGNANCY       "
60514,"339 ","HFCA_DRG",,,"APPENDECTOMY W COMPLICATED PRINCIPAL DIA"
60515,"341 ","HFCA_DRG",,,"APPENDECTOMY W/O COMPLICATED PRINCIPAL D"
60516,"341 ","HFCA_DRG",,,"PENIS PROCEDURES                        "
60517,"343 ","HFCA_DRG",,,"APPENDECTOMY W/O COMPLICATED PRINCIPAL D"
60518,"343 ","HFCA_DRG",,,"CIRCUMCISION AGE 0-17                   "
60519,"344 ","HFCA_DRG",,,"MINOR SMALL & LARGE BOWEL PROCEDURES W M"
60520,"346 ","HFCA_DRG",,,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM, WI"
60521,"347 ","HFCA_DRG",,,"ANAL & STOMAL PROCEDURES W MCC          "
60522,"348 ","HFCA_DRG",,,"BENIGN PROSTATIC HYPERTROPHY WITH CC    "
60523,"350 ","HFCA_DRG",,,"INFLAMMATION OF THE MALE REPRODUCTIVE SY"
60524,"350 ","HFCA_DRG",,,"INGUINAL & FEMORAL HERNIA PROCEDURES W M"
60525,"351 ","HFCA_DRG",,,"INGUINAL & FEMORAL HERNIA PROCEDURES W C"
60526,"352 ","HFCA_DRG",,,"INGUINAL & FEMORAL HERNIA PROCEDURES W/O"
60527,"353 ","HFCA_DRG",,,"HERNIA PROCEDURES EXCEPT INGUINAL & FEMO"
60528,"353 ","HFCA_DRG",,,"PELVIC EVISCERATION, RADICAL HYSTERECTOM"
60529,"354 ","HFCA_DRG",,,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNE"
60530,"355 ","HFCA_DRG",,,"HERNIA PROCEDURES EXCEPT INGUINAL & FEMO"
60531,"355 ","HFCA_DRG",,,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNE"
60532,"356 ","HFCA_DRG",,,"FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIV"
60533,"356 ","HFCA_DRG",,,"OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W"
60534,"357 ","HFCA_DRG",,,"OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W"
60535,"357 ","HFCA_DRG",,,"UTERINE & ADNEXA PROC FOR OVARIAN OR ADN"
60536,"358 ","HFCA_DRG",,,"OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W"
60537,"358 ","HFCA_DRG",,,"UTERINE & ADNEXA PROC FOR NON-MALIGNANCY"
60538,"359 ","HFCA_DRG",,,"UTERINE & ADNEXA PROC FOR NON-MALIGNANCY"
60539,"360 ","HFCA_DRG",,,"VAGINA, CERVIX & VULVA PROCEDURES       "
60540,"363 ","HFCA_DRG",,,"D&C, CONIZATION & RADIO-IMPLANT, FOR MAL"
60541,"364 ","HFCA_DRG",,,"D&C, CONIZATION EXCEPT FOR MALIGNANCY   "
60542,"365 ","HFCA_DRG",,,"OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PR"
60543,"366 ","HFCA_DRG",,,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W"
60544,"368 ","HFCA_DRG",,,"MAJOR ESOPHAGEAL DISORDERS W MCC        "
60545,"369 ","HFCA_DRG",,,"MAJOR ESOPHAGEAL DISORDERS W CC         "
60546,"369 ","HFCA_DRG",,,"MENSTRUAL & OTHER FEMALE REPRODUCTIVE SY"
60547,"370 ","HFCA_DRG",,,"CESAREAN SECTION W CC                   "
60548,"370 ","HFCA_DRG",,,"MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC   "
60549,"371 ","HFCA_DRG",,,"CESAREAN SECTION W/O CC                 "
60550,"371 ","HFCA_DRG",,,"MAJOR GASTROINTESTINAL DISORDERS & PERIT"
60551,"372 ","HFCA_DRG",,,"MAJOR GASTROINTESTINAL DISORDERS & PERIT"
60552,"372 ","HFCA_DRG",,,"VAGINAL DELIVERY W COMPLICATING DIAGNOSE"
60553,"373 ","HFCA_DRG",,,"VAGINAL DELIVERY W/O COMPLICATING DIAGNO"
60554,"374 ","HFCA_DRG",,,"DIGESTIVE MALIGNANCY W MCC              "
60555,"374 ","HFCA_DRG",,,"VAGINAL DELIVERY W STERILIZATION &/OR D&"
60556,"375 ","HFCA_DRG",,,"DIGESTIVE MALIGNANCY W CC               "
60557,"375 ","HFCA_DRG",,,"VAGINAL DELIVERY W O.R. PROC EXCEPT STER"
60558,"376 ","HFCA_DRG",,,"POSTPARTUM & POST ABORTION DIAGNOSES W/O"
60559,"377 ","HFCA_DRG",,,"G.I. HEMORRHAGE W MCC                   "
60560,"377 ","HFCA_DRG",,,"POSTPARTUM & POST ABORTION DIAGNOSES W O"
60561,"378 ","HFCA_DRG",,,"ECTOPIC PREGNANCY                       "
60562,"378 ","HFCA_DRG",,,"G.I. HEMORRHAGE W CC                    "
60563,"379 ","HFCA_DRG",,,"G.I. HEMORRHAGE W/O CC/MCC              "
60564,"380 ","HFCA_DRG",,,"ABORTION W/O D&C                        "
60565,"380 ","HFCA_DRG",,,"COMPLICATED PEPTIC ULCER W MCC          "
60566,"381 ","HFCA_DRG",,,"ABORTION W D&C, ASPIRATION CURETTAGE OR "
60567,"381 ","HFCA_DRG",,,"COMPLICATED PEPTIC ULCER W CC           "
60568,"383 ","HFCA_DRG",,,"OTHER ANTEPARTUM DIAGNOSES W MEDICAL COM"
60569,"384 ","HFCA_DRG",,,"OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL C"
60570,"384 ","HFCA_DRG",,,"UNCOMPLICATED PEPTIC ULCER W/O MCC      "
60571,"385 ","HFCA_DRG",,,"INFLAMMATORY BOWEL DISEASE W MCC        "
60572,"385 ","HFCA_DRG",,,"NEONATES, DIED OR TRANSFERRED TO ANOTHER"
60573,"386 ","HFCA_DRG",,,"EXTREME IMMATURITY OR RESPIRATORY DISTRE"
60574,"386 ","HFCA_DRG",,,"INFLAMMATORY BOWEL DISEASE W CC         "
60575,"387 ","HFCA_DRG",,,"PREMATURITY W MAJOR PROBLEMS            "
60576,"388 ","HFCA_DRG",,,"G.I. OBSTRUCTION W MCC                  "
60577,"388 ","HFCA_DRG",,,"PREMATURITY W/O MAJOR PROBLEMS          "
60578,"389 ","HFCA_DRG",,,"FULL TERM NEONATE W MAJOR PROBLEMS      "
60579,"389 ","HFCA_DRG",,,"G.I. OBSTRUCTION W CC                   "
60580,"390 ","HFCA_DRG",,,"G.I. OBSTRUCTION W/O CC/MCC             "
60581,"390 ","HFCA_DRG",,,"NEONATE W OTHER SIGNIFICANT PROBLEMS    "
60582,"391 ","HFCA_DRG",,,"ESOPHAGITIS, GASTROENT & MISC DIGEST DIS"
60583,"391 ","HFCA_DRG",,,"NORMAL NEWBORN                          "
60584,"392 ","HFCA_DRG",,,"ESOPHAGITIS, GASTROENT & MISC DIGEST DIS"
60585,"392 ","HFCA_DRG",,,"SPLENECTOMY AGE >17                     "
60586,"393 ","HFCA_DRG",,,"OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC  "
60587,"394 ","HFCA_DRG",,,"OTHER DIGESTIVE SYSTEM DIAGNOSES W CC   "
60588,"394 ","HFCA_DRG",,,"OTHER O.R. PROCEDURES OF THE BLOOD AND B"
60589,"395 ","HFCA_DRG",,,"OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/"
60590,"395 ","HFCA_DRG",,,"RED BLOOD CELL DISORDERS AGE >17        "
60591,"397 ","HFCA_DRG",,,"COAGULATION DISORDERS                   "
60592,"398 ","HFCA_DRG",,,"RETICULOENDOTHELIAL & IMMUNITY DISORDERS"
60593,"399 ","HFCA_DRG",,,"RETICULOENDOTHELIAL & IMMUNITY DISORDERS"
60594,"400 ","HFCA_DRG",,,"LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDU"
60595,"401 ","HFCA_DRG",,,"LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O."
100970,"5474 ","PROCEDURE",,,"OMENTAL REPAIR NEC       "
100971,"5475 ","PROCEDURE",,,"MESENTERIC REPAIR NEC    "
100972,"5491 ","PROCEDURE",,,"PERCUTANEOUS ABDOM DRAIN "
100973,"5492 ","PROCEDURE",,,"REMOVE FB FROM PERITON   "
100974,"5493 ","PROCEDURE",,,"CREATE CUTANPERITON FIST "
100975,"5495 ","PROCEDURE",,,"PERITONEAL INCISION      "
100976,"5497 ","PROCEDURE",,,"INJ THERAP SUBST PERITON "
100977,"5498 ","PROCEDURE",,,"PERITONEAL DIALYSIS      "
100978,"5499 ","PROCEDURE",,,"ABDOMEN REGION OPS NEC   "
100979,"5501 ","PROCEDURE",,,"NEPHROTOMY               "
100980,"5502 ","PROCEDURE",,,"NEPHROSTOMY              "
100981,"5503 ","PROCEDURE",,,"PERC NEPHROSTOMY W/O FRA "
100982,"5504 ","PROCEDURE",,,"PERC NEPHROSTOMY W/ FRAG "
100983,"5521 ","PROCEDURE",,,"NEPHROSCOPY              "
100984,"5523 ","PROCEDURE",,,"KIDNEY BIOPSY - CLOSED   "
100985,"5524 ","PROCEDURE",,,"KIDNEY BIOPSY - OPEN     "
100986,"5539 ","PROCEDURE",,,"LOC DESTR RENAL LES NEC  "
100987,"554  ","PROCEDURE",,,"PARTIAL NEPHRECTOMY      "
100988,"5551 ","PROCEDURE",,,"NEPHROURETERECTOMY       "
100989,"5553 ","PROCEDURE",,,"REJECTED KIDNEY NEPHRECT "
100990,"5554 ","PROCEDURE",,,"BILATERAL NEPHRECTOMY    "
100991,"5569 ","PROCEDURE",,,"KIDNEY TRANSPLANT NEC    "
100992,"5581 ","PROCEDURE",,,"SUTURE KIDNEY LACERATION "
100993,"5586 ","PROCEDURE",,,"RENAL ANASTOMOSIS        "
100994,"5592 ","PROCEDURE",,,"PERCUTAN RENAL ASPIRAT   "
100995,"5593 ","PROCEDURE",,,"REPLACE NEPHROSTOMY TUBE "
100996,"5595 ","PROCEDURE",,,"LOCAL RENAL PERFUSION    "
100997,"560  ","PROCEDURE",,,"TU REMOV URETER OBSTRUCT "
100998,"562  ","PROCEDURE",,,"URETEROTOMY              "
100999,"5631 ","PROCEDURE",,,"URETEROSCOPY             "
101000,"5633 ","PROCEDURE",,,"ENDOSCOPIC URETERAL BX-C "
101001,"5641 ","PROCEDURE",,,"PARTIAL URETERECTOMY     "
101002,"5651 ","PROCEDURE",,,"FORM CUTAN ILEOURETEROST "
101003,"5652 ","PROCEDURE",,,"REVIS CUTAN ILEOURETEROS "
101004,"5671 ","PROCEDURE",,,"URIN DIVERSION TO BOWEL  "
101005,"5674 ","PROCEDURE",,,"URETERONEOCYSTOSTOMY     "
101006,"5675 ","PROCEDURE",,,"TRANSURETEROURETEROSTOMY "
101007,"5682 ","PROCEDURE",,,"SUTURE URETERAL LACERAT  "
101008,"5684 ","PROCEDURE",,,"CLOSE URETER FISTULA NEC "
101009,"5689 ","PROCEDURE",,,"REPAIR OF URETER NEC     "
101010,"5691 ","PROCEDURE",,,"URETERAL MEATUS DILATION "
101011,"570  ","PROCEDURE",,,"TU BLADDER CLEARANCE     "
101012,"5711 ","PROCEDURE",,,"PERCUTAN BLADDER ASPIRAT "
101013,"5717 ","PROCEDURE",,,"PERCUTANEOUS CYSTOSTOMY  "
101014,"5718 ","PROCEDURE",,,"OTHER SUPRAPUBIC CYSTOST "
101015,"5719 ","PROCEDURE",,,"CYSTOTOMY NEC            "
101016,"5731 ","PROCEDURE",,,"CYSTOSCOPY THRU STOMA    "
101017,"5732 ","PROCEDURE",,,"CYSTOSCOPY NEC           "
101018,"5733 ","PROCEDURE",,,"BLADDER BX CLOSED TRANSU "
101019,"5734 ","PROCEDURE",,,"BLADDER BIOPSY - OPEN    "
101020,"5749 ","PROCEDURE",,,"TU DESTRUC BLADD LES NEC "
101021,"5751 ","PROCEDURE",,,"EXCISION OF URACHUS      "
101022,"5759 ","PROCEDURE",,,"BLADDER LES DESTRUCT NEC "
101023,"576  ","PROCEDURE",,,"PARTIAL CYSTECTOMY       "
101024,"5771 ","PROCEDURE",,,"RADICAL CYSTECTOMY       "
101025,"5779 ","PROCEDURE",,,"TOTAL CYSTECTOMY NEC     "
101026,"5781 ","PROCEDURE",,,"SUTURE BLADDER LACERAT   "
101027,"5783 ","PROCEDURE",,,"ENTEROVESICO FIST REPAIR "
101028,"5784 ","PROCEDURE",,,"VESIC FISTULA REPAIR NEC "
101029,"5787 ","PROCEDURE",,,"BLADDER RECONSTRUCTION   "
101030,"5789 ","PROCEDURE",,,"BLADDER REPAIR NEC       "
101031,"5792 ","PROCEDURE",,,"BLADDER NECK DILATION    "
101032,"5793 ","PROCEDURE",,,"CONTROL BLADD HEMORRHAGE "
101033,"5794 ","PROCEDURE",,,"INSERT INDWELLING CATH   "
101034,"5795 ","PROCEDURE",,,"REPLACE INDWELLING CATH  "
101035,"580  ","PROCEDURE",,,"URETHROTOMY              "
101036,"5831 ","PROCEDURE",,,"ENDOS EXC/DESTR LESION U "
101037,"5839 ","PROCEDURE",,,"OTH LOCAL EXC/DESTRUC UR "
101038,"5841 ","PROCEDURE",,,"SUTURE URETHRAL LACERAT  "
101039,"585  ","PROCEDURE",,,"URETH STRICTURE RELEASE  "
101040,"586  ","PROCEDURE",,,"URETHRAL DILATION        "
101041,"5891 ","PROCEDURE",,,"PERIURETHRAL INCISION    "
101042,"5893 ","PROCEDURE",,,"IMPL ART URINARY SPHINCT "
101043,"5900 ","PROCEDURE",,,"RETROPERIT DISSECT NOS   "
101044,"5902 ","PROCEDURE",,,"PERIREN ADHESIOLYS NEC   "
101045,"5909 ","PROCEDURE",,,"PERIREN/URETER INCIS NEC "
101046,"5911 ","PROCEDURE",,,"PERIVESICAL ADHESIOLYSIS "
101047,"5979 ","PROCEDURE",,,"URIN INCONTIN REPAIR NEC "
101048,"598  ","PROCEDURE",,,"URETERAL CATHETERIZATION "
101049,"5993 ","PROCEDURE",,,"REPLACE URETEROST TUBE   "
101050,"5994 ","PROCEDURE",,,"REPLACE CYSTOSTOMY TUBE  "
101051,"5995 ","PROCEDURE",,,"ULTRASON FRAGMENT-STONE  "
101052,"600  ","PROCEDURE",,,"INCISION OF PROSTATE     "
101053,"6011 ","PROCEDURE",,,"PROSTATIC BIOPSY - CLOSE "
101054,"6021 ","PROCEDURE",,,"TRANSURETHRAL ULTR PROST "
101055,"6029 ","PROCEDURE",,,"OTHER TRANSURETH PROSTAT "
101056,"603  ","PROCEDURE",,,"SUPRAPUBIC PROSTATECTOMY "
101057,"604  ","PROCEDURE",,,"RETROPUBIC PROSTATECTOMY "
101058,"605  ","PROCEDURE",,,"RADICAL PROSTATECTOMY    "
101059,"6062 ","PROCEDURE",,,"PERINEAL PROSTATECTOMY   "
101060,"6071 ","PROCEDURE",,,"PERCUT SEMIN VES ASPIRAT "
101061,"6091 ","PROCEDURE",,,"PERCUT PROSTATIC ASPIRAT "
101062,"6094 ","PROCEDURE",,,"CONTROL POSTOP PROST HEM "
101063,"6099 ","PROCEDURE",,,"PROSTATIC OPERATION NEC  "
101064,"610  ","PROCEDURE",,,"SCROTUM & TUNICA I & D   "
101065,"613  ","PROCEDURE",,,"SCROTAL LES DESTRUCTION  "
101066,"6141 ","PROCEDURE",,,"SUTURE SCROTAL LACERAT   "
101067,"6142 ","PROCEDURE",,,"SCROTAL FISTULA REPAIR   "
101068,"6149 ","PROCEDURE",,,"SCROTUM/TUNIC REPAIR NEC "
101069,"622  ","PROCEDURE",,,"TESTICULAR LES DESTRUCT  "
101070,"623  ","PROCEDURE",,,"UNILATERAL ORCHIECTOMY   "
101071,"6241 ","PROCEDURE",,,"REMOVE BOTH TESTES       "
101072,"625  ","PROCEDURE",,,"ORCHIOPEXY               "
101073,"6269 ","PROCEDURE",,,"TESTICULAR REPAIR NEC    "
101074,"631  ","PROCEDURE",,,"EXC SPERMATIC VARICOCELE "
101075,"632  ","PROCEDURE",,,"EXCISE EPIDIDYMIS CYST   "
101076,"633  ","PROCEDURE",,,"EXCISE CORD/EPID LES NEC "
101077,"6381 ","PROCEDURE",,,"SUTURE VAS & EPIDID LAC  "
101078,"640  ","PROCEDURE",,,"CIRCUMCISION             "
101079,"6411 ","PROCEDURE",,,"PENILE BIOPSY            "
101080,"642  ","PROCEDURE",,,"LOCAL EXCIS PENILE LES   "
101081,"643  ","PROCEDURE",,,"AMPUTATION OF PENIS      "
101082,"6441 ","PROCEDURE",,,"SUTURE PENILE LACERATION "
101083,"6449 ","PROCEDURE",,,"PENILE REPAIR NEC        "
101084,"6491 ","PROCEDURE",,,"DORSAL/LAT SLIT PREPUCE  "
101085,"6493 ","PROCEDURE",,,"DIVISION OF PENILE ADHES "
101086,"6496 ","PROCEDURE",,,"REMOVE INT PENILE PROSTH "
101087,"6525 ","PROCEDURE",,,"LAP LOCAL DESTR OVA LES  "
101088,"6529 ","PROCEDURE",,,"LOCAL DESTR OVA LES NEC  "
101089,"6531 ","PROCEDURE",,,"LAP UNILAT OOPHORECTOMY  "
101090,"6539 ","PROCEDURE",,,"UNILATERAL OOPHORECTOMY  "
101091,"6541 ","PROCEDURE",,,"LAP UNILAT SALPIN-OOPHOR "
101092,"6549 ","PROCEDURE",,,"UNILAT SALPINGO-OOPHOREC "
60596,"403 ","HFCA_DRG",,,"LYMPHOMA & NON-ACUTE LEUKEMIA W CC      "
60597,"404 ","HFCA_DRG",,,"LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC    "
60598,"405 ","HFCA_DRG",,,"PANCREAS, LIVER & SHUNT PROCEDURES W MCC"
60599,"406 ","HFCA_DRG",,,"MYELOPROLIF DISORD OR POORLY DIFF NEOPL "
60600,"406 ","HFCA_DRG",,,"PANCREAS, LIVER & SHUNT PROCEDURES W CC "
60601,"407 ","HFCA_DRG",,,"MYELOPROLIF DISORD OR POORLY DIFF NEOPL "
60602,"407 ","HFCA_DRG",,,"PANCREAS, LIVER & SHUNT PROCEDURES W/O C"
60603,"408 ","HFCA_DRG",,,"BILIARY TRACT PROC EXCEPT ONLY CHOLECYST"
60604,"408 ","HFCA_DRG",,,"MYELOPROLIF DISORD OR POORLY DIFF NEOPL "
60605,"409 ","HFCA_DRG",,,"BILIARY TRACT PROC EXCEPT ONLY CHOLECYST"
60606,"410 ","HFCA_DRG",,,"CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECON"
60607,"411 ","HFCA_DRG",,,"CHOLECYSTECTOMY W C.D.E. W MCC          "
60608,"413 ","HFCA_DRG",,,"OTHER MYELOPROLIF DIS OR POORLY DIFF NEO"
60609,"414 ","HFCA_DRG",,,"CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/"
60610,"414 ","HFCA_DRG",,,"OTHER MYELOPROLIF DIS OR POORLY DIFF NEO"
60611,"415 ","HFCA_DRG",,,"CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/"
60612,"415 ","HFCA_DRG",,,"O.R. PROCEDURE FOR INFECTIOUS & PARASITI"
60613,"416 ","HFCA_DRG",,,"CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/"
60614,"416 ","HFCA_DRG",,,"SEPTICEMIA AGE >17                      "
60615,"417 ","HFCA_DRG",,,"LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. "
60616,"417 ","HFCA_DRG",,,"SEPTICEMIA AGE 0-17                     "
60617,"418 ","HFCA_DRG",,,"LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. "
60618,"418 ","HFCA_DRG",,,"POSTOPERATIVE & POST-TRAUMATIC INFECTION"
60619,"419 ","HFCA_DRG",,,"FEVER OF UNKNOWN ORIGIN AGE >17 WITH CC "
60620,"420 ","HFCA_DRG",,,"FEVER OF UNKNOWN ORIGIN AGE >17 W/O CC  "
60621,"420 ","HFCA_DRG",,,"HEPATOBILIARY DIAGNOSTIC PROCEDURES W MC"
60622,"421 ","HFCA_DRG",,,"HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC"
60623,"421 ","HFCA_DRG",,,"VIRAL ILLNESS AGE >17                   "
60624,"423 ","HFCA_DRG",,,"OTHER HEPATOBILIARY OR PANCREAS O.R. PRO"
60625,"423 ","HFCA_DRG",,,"OTHER INFECTIOUS & PARASITIC DISEASES DI"
60626,"424 ","HFCA_DRG",,,"O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF "
60627,"424 ","HFCA_DRG",,,"OTHER HEPATOBILIARY OR PANCREAS O.R. PRO"
60628,"425 ","HFCA_DRG",,,"ACUTE ADJUST REACT & DISTURBANCES OF PSY"
60629,"427 ","HFCA_DRG",,,"NEUROSES EXCEPT DEPRESSIVE              "
60630,"428 ","HFCA_DRG",,,"DISORDERS OF PERSONALITY & IMPULSE CONTR"
60631,"429 ","HFCA_DRG",,,"ORGANIC DISTURBANCES & MENTAL RETARDATIO"
60632,"430 ","HFCA_DRG",,,"PSYCHOSES                               "
60633,"432 ","HFCA_DRG",,,"CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC   "
60634,"432 ","HFCA_DRG",,,"OTHER MENTAL DISORDER DIAGNOSES         "
60635,"433 ","HFCA_DRG",,,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT A"
60636,"433 ","HFCA_DRG",,,"CIRRHOSIS & ALCOHOLIC HEPATITIS W CC    "
60637,"434 ","HFCA_DRG",,,"ALC/DRUG ABUSE OR DEPEND, DETOX OR OTH S"
60638,"435 ","HFCA_DRG",,,"MALIGNANCY OF HEPATOBILIARY SYSTEM OR PA"
60639,"436 ","HFCA_DRG",,,"MALIGNANCY OF HEPATOBILIARY SYSTEM OR PA"
60640,"438 ","HFCA_DRG",,,"DISORDERS OF PANCREAS EXCEPT MALIGNANCY "
60641,"439 ","HFCA_DRG",,,"DISORDERS OF PANCREAS EXCEPT MALIGNANCY "
60642,"439 ","HFCA_DRG",,,"SKIN GRAFTS FOR INJURIES                "
60643,"440 ","HFCA_DRG",,,"DISORDERS OF PANCREAS EXCEPT MALIGNANCY "
60644,"440 ","HFCA_DRG",,,"WOUND DEBRIDEMENTS FOR INJURIES         "
60645,"441 ","HFCA_DRG",,,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC"
60646,"441 ","HFCA_DRG",,,"HAND PROCEDURES FOR INJURIES            "
60647,"442 ","HFCA_DRG",,,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC"
60648,"442 ","HFCA_DRG",,,"OTHER O.R. PROCEDURES FOR INJURIES WITH "
60649,"443 ","HFCA_DRG",,,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC"
60650,"443 ","HFCA_DRG",,,"OTHER O.R. PROCEDURES FOR INJURIES W/O C"
60651,"444 ","HFCA_DRG",,,"DISORDERS OF THE BILIARY TRACT W MCC    "
60652,"444 ","HFCA_DRG",,,"TRAUMATIC INJURY AGE >17 WITH CC        "
60653,"445 ","HFCA_DRG",,,"DISORDERS OF THE BILIARY TRACT W CC     "
60654,"445 ","HFCA_DRG",,,"TRAUMATIC INJURY AGE >17 W/O CC         "
60655,"446 ","HFCA_DRG",,,"DISORDERS OF THE BILIARY TRACT W/O CC/MC"
60656,"447 ","HFCA_DRG",,,"ALLERGIC REACTIONS AGE >17              "
60657,"449 ","HFCA_DRG",,,"POISONING & TOXIC EFFECTS OF DRUGS AGE >"
60658,"450 ","HFCA_DRG",,,"POISONING & TOXIC EFFECTS OF DRUGS AGE >"
60659,"451 ","HFCA_DRG",,,"POISONING & TOXIC EFFECTS OF DRUGS AGE 0"
60660,"452 ","HFCA_DRG",,,"COMPLICATIONS OF TREATMENT WITH CC      "
60661,"453 ","HFCA_DRG",,,"COMBINED ANTERIOR/POSTERIOR SPINAL FUSIO"
60662,"453 ","HFCA_DRG",,,"COMPLICATIONS OF TREATMENT W/O CC       "
