ITEMID,LABEL,CATEGORY
2466,"Drain Out #7 Other",
2468,"angio crystalloids","Free Form Intake"
2472,"THORACENTESIS RIGHT",
2474,"blake",
2475,"duodenal drain",
2477,"PD 1.5%","Free Form Intake"
2479,"intrathecal drain",
5794,"Packed RBC's 275.0ml","IV Infusions"
5797,"TPN D9.0 250.0cc","NG Feeding"
5800,"Neocate 24 NG","NG Feeding"
5802,"cc/cc","Free Form Intake"
5805,"TF Residual 15.0ml","IV Infusions"
5808,"SC 28 pg","Free Form Intake"
5810,"Neocate24 po","Free Form Intake"
5813,"Chest Tube #3",
5815,"3% Normal Saline 1000.0ml","IV Infusions"
5818,"Neosure26,PO","Free Form Intake"
5821,"Neocate 28 PO","Free Form Intake"
5824,"BM+neocate4+MCT4","Free Form Intake"
5827,"SC28PO","Free Form Intake"
5830,"vaginal bleeding",
5832,"1/2strength impact","Free Form Intake"
5835,"breast feeding","Free Form Intake"
5892,"SSC26PO","Free Form Intake"
5894,"Similac SC 26 PO","Free Form Intake"
5898,"BM (thick & easy) PG","Free Form Intake"
5901,"sp.care 26 cal po","Free Form Intake"
5904,"Similac SC 30 PO","Free Form Intake"
5907,"Sim 20 (Thick) NG","Free Form Intake"
5911,"BM20PO+thick&easy","Free Form Intake"
5914,"Gallbladder drain",
5916,"Special Care 26 PO","Free Form Intake"
5919,"SpecialCare 26 Fe NG","Free Form Intake"
5923,"Vaginal",
5924,"D5W 500.0ml + 200Uhr Vasopressin + 200Umin Vasopressin","IV Drips"
5929,"SpecialCare 28 PG","Free Form Intake"
5932,"ProBalance 800.0str","IV Infusions"
5935,"farr 9 intake","Free Form Intake"
5938,"SpecialCare28 PG","Free Form Intake"
5941,"50%Dextrose","Free Form Intake"
5944,"Bari-Cat","Free Form Intake"
5947,"Neosure 27","Free Form Intake"
5950,"TPN D9.3","Free Form Intake"
5952,"SC NGT","Free Form Intake"
5955,"SC30 ng","Free Form Intake"
5957,"vanco enema","Free Form Intake"
5960,"28cal SC","Free Form Intake"
5963,"SpecialCare 30 PG","Free Form Intake"
5966,"Neocate24 PO","Free Form Intake"
5969,"right CT site",
5970,"Foley Placed",
5972,"l arm abrasion",
5974,"D5/.2NS 100.0ml","IV Infusions"
5977,"PE 24 FS PO 60.0cc","PO Feeding"
5980,"ew-iv fliud","Free Form Intake"
5982,"PE 28 PG","Free Form Intake"
5985,"Kcl 40meq in 500 N/S","Free Form Intake"
5988,"PE28 NG","Free Form Intake"
5991,"ew-urine output",
5993,"Thoracentesis Fluid",
5995,"ProBalance 200.0str","IV Infusions"
5998,"PE 28 NG","Free Form Intake"
6001,"Methyprednisone gtt","Free Form Intake"
6004,"PE 26cals NG","Free Form Intake"
6007,"Nutrem Pulmonary FS","Free Form Intake"
6010,"pantaprozole","Free Form Intake"
6013,"KCL CVVHDF","Free Form Intake"
6016,"rt. arm bag",
6018,"PE 30 FS PO","Free Form Intake"
6020,"drainag/pigtail site",
6023,"VAC",
6024,"Nutren Pulmonary 5005.0str","Tube Feeding"
6027,"NaCl 500+Kcl 40","Free Form Intake"
6030,"D5W+KCL40","Free Form Intake"
6479,"JP #2",
6480,"ercp ivf","Free Form Intake"
6483,"7.7meq naAcetate","Free Form Intake"
6486,"StarterPN D10 w/ Hep","Free Form Intake"
6489,"JP Other",
6491,"PE 30 ng","Free Form Intake"
6493,"RESCUE LINE","Free Form Intake"
6496,"kcl 10/100ml","Free Form Intake"
6499,"Enfacare 22","Free Form Intake"
6502,"D5W 10.0ml + 1000Uhr Heparin","IV Drips"
6505,"ct r pleural 3",
6507,"D5W 100.0ml + 200Uhr Vasopressin + 200Umin Vasopressin","IV Drips"
6512,"D5W 650.0ml","IV Infusions"
6515,"PE26cal pg","Free Form Intake"
6517,"NS 4mEQ Ca/100 + Hep","Free Form Intake"
6521,"Isoproterenol","Free Form Intake"
6524,"ED CRYSTALLOID","Free Form Intake"
6527,"Replete w/fiber 5000.0str","IV Drips"
6530,"Floor FFP","Free Form Intake"
6533,"D5W 3 amps bicarb","Free Form Intake"
6536,"CT Contrast","Free Form Intake"
6539,"Drainage bag",
6540,"Acetylcystein","Free Form Intake"
6543,"Acetylcysteine mg/hr","Free Form Intake"
6547,"rescue","Free Form Intake"
6549,"Rescue Line","Free Form Intake"
6552,"ProBalance 50.0str","IV Infusions"
6555,"gastric asp",
6556,"groin drain",
6558,"Nutren Renal 40.0str","Tube Feeding"
6561,"TPA MG/HR","Free Form Intake"
6564,"Albumin","Free Form Intake"
6567,"anastomosis leak",
6568,"pigtail bile drain",
6571,"pigtail drain replac","Free Form Intake"
6574,"CRRT rescue line NS","Free Form Intake"
6577,"MULTIVITAMIN BAG","Free Form Intake"
6580,"rodney smith drain",
6583,"tranexamic acid","Free Form Intake"
6586,"Nutren Renal 35.0str","IV Drips"
6589,"1/2cc:cc 0.45% NS","Free Form Intake"
6592,"soduim bicarbonate","Free Form Intake"
6595,"left arm bag",
6597,"left arm bag #2",
6599,"OR Cell Saver","Free Form Intake"
6602,"Sodabicarb Drip","Free Form Intake"
6605,"NGT Aspirate",
6606,"ORAL SECRETION",
6608,"K PHOS 15MMOL","Free Form Intake"
6611,"POTASSIUM CHLOR 10MQ","Free Form Intake"
6615,".9% Normal Saline 512.0ml","IV Drips"
6618,"Emema","Free Form Intake"
6620,"JP#2deep",
6622,"ultrafiltrate out",
6710,"endo drainage",
6712,"CALCIUM-DIALYSIS","Free Form Intake"
6715,"Citrate - dialysis","Free Form Intake"
6718,"superior/ant chtube",
6720,"PD Dialysate","Free Form Intake"
6723,"Nutren Renal 400.0str","IV Drips"
6726,"Oral",
6727,"urine from floor",
6729,"Dextran","Free Form Intake"
6732,"LT NEPHROSTOMY TUBE.",
6734,"Replete w/fiber 400.0str","IV Drips"
6737,"Nutren Renal 100.0str","Tube Feeding"
6740,"gastric lavage","Free Form Intake"
6743,"Peritoneal instilled","Free Form Intake"
6746,"output on the floor",
6749,"D5W/150MEQ NA BICARB","Free Form Intake"
6752,"Pleurx Output",
6754,"net pheresis intake","Free Form Intake"
6757,"Thoracentesis off","Free Form Intake"
6760,".9% Normal Saline 20.0ml + 600mgmin Labetolol","IV Drips"
6764,"D5 Ringers Lact. 1002.0ml","IV Infusions"
6768,"Replete 100.0str","IV Infusions"
6771,"Ethacrynate Sodium","Free Form Intake"
6774,"Sodabicarb Drip.","Free Form Intake"
6777,"ir intake","Free Form Intake"
6780,"Bladdar pressure",
6782,".9% Normal Saline 250.1ml","IV Infusions"
6785,"ct insertion site",
6787,"output in ed",
6789,"3/4st impact/fiber","Free Form Intake"
6792,"Plasmalyte-A","Free Form Intake"
6795,"NS Filter Flush","Free Form Intake"
6798,"3% citrate","Free Form Intake"
6801,"Packed RBC's 90.0ml","Blood Products"
6804,"Farr  5 urine",
6806,"citrate-","Free Form Intake"
3727,"bupivacaine.1% popli","Free Form Intake"
3730,"rlq drainage",
3732,".9% Normal Saline 800.0ml + 1600mgmin Labetolol","IV Drips"
3736,"D5 Normal Saline 500.0ml","IV Infusions"
3740,"EBL FROM OR",
3795,"Similac 24 Fe PO","PO Feeding"
3798,"FARR 10 INTAKE","Free Form Intake"
3801,".45% Normal Saline 100.0ml","IV Infusions"
3805,"S 20 Fe NG","NG Feeding"
3807,"SC 22 Fe PO","NG Feeding"
3809,"Lactated Ringers 175.0ml","IV Infusions"
3813,"wound leakage",
3814,"SC 24 Fe NG 50.0ml","NG Feeding"
3817,"ProBalance 240.0str","Tube Feeding"
3820,"NGT output",
3822,"S 22 Fe NG","NG Feeding"
3824,".9% Normal Saline 250.0ml + 300mgmin Labetolol","IV Drips"
3829,"PERITONEAL DIALYSATE","Free Form Intake"
3832,"Nepro 45.0str","IV Infusions"
3835,"EW IN","Free Form Intake"
3837,"SC 24 Fe NG 60.0ml","NG Feeding"
3840,"MUCOUS FISTULA",
3842,".9% Normal Saline 200.0ml + 200mgkghr Vecuronium","IV Infusions"
3847,"D5W 250.0ml + 50mcgkgmin Nicardipine","IV Drips"
3851,"ETT out",
3852,"readicat contrast","Free Form Intake"
3855,"Vaginal and Back Wnd",
3858,"SC 24 Fe NG 120.0ml","NG Feeding"
3860,"TPN D6 250.0cc","IV Nutrition"
3863,".9% Normal Saline 1.0ml","IV Drips"
3866,"3/4 STR IMPACT/FIBER","Free Form Intake"
3869,"Peritoneal fluid",
3871,"ERCP","Free Form Intake"
3874,"HEPATIC DRN FLUSH IN","Free Form Intake"
3877,"OR ascites",
3879,"Tube Feeding 35.0ml","Tube Feeding"
3882,"FoleyIrrigant","Free Form Intake"
3885,"Impact w/fiber 150.0str","Tube Feeding"
3888,"D5W 2505.0ml","IV Infusions"
3891,"SC 24 Fe PO 120.0ml","PO Feeding"
3894,"S 20 Fe NG 100.0ml","NG Feeding"
3896,"vent drain",
3898,"S 24 Fe NG 60.0ml","NG Feeding"
3901,"blood loss",
3902,"PHERESIS","Free Form Intake"
3905,"D5W via J-tube","Free Form Intake"
3908,"SC 24 Fe PO 60.0ml","Blood Products"
3911,"D10W 50.0cc","IV Infusions"
3914,"PEG tube",
3915,".9% Normal Saline 250.0ml + 50Umin Vasopressin","IV Infusions"
3920,"Nutramigen NG 120.0ml","NG Feeding"
3923,"Oral Contrast","Free Form Intake"
3926,"D5W 30.0ml","IV Infusions"
3928,"ECMO CRYSTALLOID","Free Form Intake"
3985,"D12.5%W","IV Infusions"
3987,"urine out or",
3989,"Impact w/fiber 705.0str","Tube Feeding"
3992,"Packed RBC's 500.0ml","IV Infusions"
3995,".45% Normal Saline 900.0ml","IV Drips"
3999,"1/2ns1000+20k","Free Form Intake"
4002,"NSS VIA PIGTAIL TUBE","Free Form Intake"
4005,"D5W 482.0ml + 900mgmin Amiodarone","IV Infusions"
4009,"K phos","Free Form Intake"
4011,"ENDOSCOPY",
4013,"D5W 250.0ml + 3mcgkgmin Natrecor","IV Infusions"
4017,"Isomil FS NG","NG Feeding"
4019,"0.9% Normal Saline 11.0ml","Fluid Bolus"
4022,"Nutramigen","NG Feeding"
4025,"TPN 1620.0ml","IV Nutrition"
4027,"dialysis fluid off",
4029,"PEG GOLYTELY","Free Form Intake"
4032,"paracentesis removal",
4034,"Pseudocyst drain",
4036,"P.D. In","Free Form Intake"
4039,"P.D. Out",
4040,"NeoSure 24 NG 660.0ml","NG Feeding"
4044,"FFP Drip","Free Form Intake"
4046,"Angio Out",
4048,"Floor cryst","Free Form Intake"
4051,"floor urine",
4052,"ed","Free Form Intake"
4054,"PD IN","Free Form Intake"
4057,"OR/PACU","Free Form Intake"
4059,"1/2st impact/fiber","Free Form Intake"
4062,"Drain Out #3 Davol",
4065,"jp left abdomen",
4067,"jp right abdomen",
4068,"jp right breast",
4070,"NEOSURE PG","Free Form Intake"
4073,"d 10 bolus","Free Form Intake"
4076,"NS 500+ 40 KCL","Free Form Intake"
4079,"TF Residual 1061.0ml","Gastric/TF Residual"
4082,"S 22 Fe PO","PO Feeding"
4085,"DIALYSIS OFF",
789,"PD dialysate out",
791,"TPN 1003.0ml","IV Drips"
793,"D5W 100.0ml + 300mghr Lasix","IV Drips"
797,"D5W 250.0ml + 32mcgkgmin Levophed-k","IV Infusions"
801,"plasma pheresis","Free Form Intake"
804,"pleuracentesis",
806,"D5W 600.0ml + 2400mgmin Labetolol","IV Infusions"
810,"D5W 100.0ml + 1000mcghr Fentanyl","IV Drips"
813,"XIGRIS","Free Form Intake"
816,".9% Normal Saline 250.0ml + 400mcgkgmin Amrinone","IV Infusions"
821,".9% Normal Saline 250.0ml + 120mcgkgmin Neosynephrine-k","IV Drips"
826,"D5W 500.0ml + 16mcgkgmin Levophed-k","IV Infusions"
49,"Chest Tubes Right Pleural 1",
51,"Gastric Gastric Tube",
53,"Stool Out Fecal Bag",
55,"Urine Out Foley",
57,"Urine Out Rt Nephrostomy",
60,"Pre-Admission Output Pre-Admission Output",
63,"Stool Out Ileostomy",
65,"OR Out PACU Urine",
67,"Gastric Emesis",
69,"Urine Out Void",
71,"Drain Out #1 Jackson Pratt",
73,"PACU Out PACU Drains",
75,"Drain Out #1 Pigtail",
77,"Drain Out #1 Pericardial",
80,"Drain Out #2 Other",
82,"Drain Out #4 Anderson",
84,"Chest Tubes Other",
86,"Drain Out #2 Pigtail",
88,"Drain Out #3 Jackson Pratt",
91,"Chest Tubes Mediastinal",
93,"Drain Out #1 T Tube",
95,"Drain Out #2 Wound Vac",
97,"Cerebral Drain L Ventricular Drain",
100,"Drain Out #3 Penrose",
102,"Po Intake","PO/Gastric"
105,"IV Piggyback","IV Infusions"
107,".9% Normal Saline","IV Infusions"
110,"CO Fluid","IV Infusions"
112,"D5.45NS","IV Infusions"
115,"Dopamine mcg/kg/min","IV Drips"
118,"Integrelin mcg/k/min","IV Drips"
120,"Nitro       mcg/min","IV Drips"
123,"OR Colloid","OR Intake"
126,"Propofol  mcg/kg/min","IV Drips"
128,"TF Residual","Gastric/TF Residual"
131,"D5/.45NS 10000.0ml","IV Infusions"
134,".9% Normal Saline 1000.0ml","IV Infusions"
138,"D5W 125.0ml + 125mghr Diltiazem","IV Infusions"
142,"Lactated Ringers 1000.0ml","IV Infusions"
145,"D5W 150.0ml + 1500mcghr Sandostatin","IV Infusions"
149,"N/A 100.0vl + 1000mcgkgmin Propofol","IV Infusions"
154,"D5NS","IV Infusions"
156,"Heparin Flush","IV Infusions"
158,"OR FFP","OR Intake"
160,"Pre-Admission Intake","Pre-Admission Intake"
164,"D5W 250.0ml + 40mcgmin Neosynephrine","IV Infusions"
168,"D5W","IV Infusions"
170,"Levophed    mcg/min","IV Drips"
173,"D5W 100.0ml + 100mghr Morphine Sulfate","IV Infusions"
178,"D5W 250.0ml + 50mcgkgmin Nitroprusside","IV Infusions"
182,"Nepro","Tube Feeding"
184,"PPN 1000.0ml","IV Infusions"
187,".9% Normal Saline 500.0ml","IV Infusions"
190,"Cath Lab Intake","Cath Lab Intake"
193,"D5W 250.0ml + 20mcgmin Neosynephrine","IV Infusions"
197,"TPN w/Lipids 1000.0ml","IV Infusions"
1539,"LLQ Paracentesis sit",
1541,"Promote w/fiber 260.0str","IV Infusions"
1545,"Promote w/fiber 40.0str","IV Drips"
1548,".9% Normal Saline 56.0ml + 2800mcghr Fentanyl","IV Infusions"
1553,"D5W 40.0ml + 4mghr Ativan","IV Drips"
1556,"ng",
1557,"oral",
1558,"D5NS 75.0ml","IV Infusions"
1561,"GASTROGRAFFIN","Free Form Intake"
1564,"Sterile Water 250.0ml + 2500mcghr Fentanyl","IV Infusions"
1568,"Multivitamin","Free Form Intake"
1571,"Other Blood Products 495.0ml","IV Infusions"
1575,"ENEMA","Free Form Intake"
1577,"Supplement 1000.0ml","IV Infusions"
1580,"free h2o bolus","Free Form Intake"
1583,"pantoprazole","Free Form Intake"
1586,"D5W 83.0ml","IV Infusions"
1588,"Dextrose 20%","IV Infusions"
1591,"kayexolate PR","Free Form Intake"
1594,"Fresh Frozen Plasma 245.0ml","IV Infusions"
1598,"night",
1599,".9% Normal Saline 400.0ml + 1600mgmin Labetolol","IV Infusions"
1604,"D5 Normal Saline 70.0ml","IV Infusions"
1607,"D5W 40.0ml + 20mghr Morphine Sulfate","IV Infusions"
1611,"Nesiritide","Free Form Intake"
1614,"Sterile Water 300.0ml + 600mgmin Labetolol","IV Infusions"
1619,"frfee water boluses","Free Form Intake"
1622,"K-Acetate 40mEq/250","Free Form Intake"
1625,"Other Blood Products 150.0ml","IV Drips"
1629,"TF Residual 1000.0ml","IV Infusions"
1632,"Mannitol","Free Form Intake"
1634,"HD Output",
1636,"D5W 250.0ml + 250mcghr Fentanyl","IV Infusions"
1640,"TPN 1073.0ml","IV Nutrition"
1642,"contrast","Free Form Intake"
1645,"Nepro 480.0str","IV Infusions"
1648,".9% Normal Saline 999.0ml","IV Infusions"
1651,"xygris","Free Form Intake"
1707,"Chest Tubes CTICU CT 2",
1710,"glucagon","Free Form Intake"
1712,"CT prep","Free Form Intake"
1715,"Sterile Water","IV Infusions"
1717,"CO output","Free Form Intake"
1720,".9% Normal Saline 125.0ml","IV Infusions"
1724,"solumedrol","Free Form Intake"
1726,"ascites",
1728,"Nepro 475.0str","IV Infusions"
1730,"TPN 1517.0ml","Tube Feeding"
1733,"phenobarbital","Free Form Intake"
1736,"D5W 40.0ml","IV Infusions"
1738,"Packed RBC's 400.0ml","IV Infusions"
1741,"TOTAL IN ON PAPER CT","Free Form Intake"
1745,"H20 BOLUS VIA NG","Free Form Intake"
1748,"output from midnight",
1750,"dialysis  out",
1752,"uo since mn",
1754,".9% Normal Saline 800.0ml","IV Infusions"
1757,"FLOOR INTAKE","Free Form Intake"
1760,"lacutlose enema","Free Form Intake"
1763,"Cryoprecipitate 180.0ml","IV Drips"
1766,"D5W 250.0ml + 500mcghr Sandostatin","IV Infusions"
1770,"Fentanyl Base 100.0ml + 2500mcghr Fentanyl (Conc)","IV Drips"
1775,"CO fluid","Free Form Intake"
1778,"IR output",
1779,"CSF needle aspirate",
1781,"D5/.45NS 900.0ml","IV Infusions"
1784,"D5W 160.0ml + 40mghr Ativan","IV Infusions"
1788,"K+ Phos","Free Form Intake"
1790,".9% Normal Saline 270.0ml","IV Infusions"
1794,"D5W 200.0ml + 100mcgkgmin Nitroprusside","IV Infusions"
1798,"TF PROBALANCE","Free Form Intake"
1801,"biliary drain medial",
1803,"troracentesis output",
1805,"D5W 500.0ml + 2mcgkgmin Levophed-k","IV Drips"
1809,"HD OUT",
1811,"Nepro 20.0str","PO/Gastric"
1813,"Nicardipine","Free Form Intake"
1816,"right drain",
1817,"Belly TAP",
1819,"Lactated Ringers 2000.0ml","IV Infusions"
1822,"Respalor 1250.0str","Tube Feeding"
1826,"D5 Normal Saline 150.0ml","IV Infusions"
1829,"HEMODIALYSIS OUTPUT",
1831,"TPN w/Lipids 1400.0ml","IV Infusions"
1834,"Dextrose 10% 999.0ml","IV Infusions"
1838,"Chest Tube In","Free Form Intake"
2086,"Deliver 2.0 45.0str","IV Infusions"
2089,"K PHOS OVER 6 HRS","Free Form Intake"
2092,"LT GROIN OSTOMY BAG",
2094,"R PLEURAL TAP",
2096,"TPN 1078.0ml","IV Infusions"
2099,"urinary irrigant","Free Form Intake"
2102,"ER U/O",
2103,"OSTOMY APPL ON ABD",
2105,"TPN 2252.0ml","IV Drips"
2108,"ANGIO CRYS","Free Form Intake"
2110,"ANGIO EBL",
2112,"Old trauma line site",
2114,"Lactated Ringers 50.0ml","IV Infusions"
2117,"THYMOGLOBULIN","Free Form Intake"
2120,"D5W 500.0ml + 100mcgmin Nitroglycerine","IV Infusions"
2125,"ANGIO IN","Free Form Intake"
2127,"C SCAN","Free Form Intake"
2130,"ANGIO URINE O/P",
2132,"Vivonex 5000.0str","Cath Lab Intake"
2135,"IMPACTW/FIBER+PROMOD","Free Form Intake"
2138,".9% Normal Saline 40.0ml + 800mgmin Labetolol","IV Drips"
2143,".9% Normal Saline 50.0ml + 5mgkghr Doxacurium","IV Infusions"
2147,"Aprotinin","Free Form Intake"
2150,"CRITICARE TF","Free Form Intake"
2153,"NS 40K","Free Form Intake"
2155,"3/4nepro w/65gm prom","Free Form Intake"
2159,"TPN 1223.0ml","IV Drips"
2161,"ns w/40 kcl","Free Form Intake"
2164,"pitressin","Free Form Intake"
2167,"PLEURAL TAP",
2168,"breast pumping",
2170,".9% Normal Saline 100.0ml + 400mcgkghr Precedex","IV Infusions"
2175,"CONTRAST VIA OG","Free Form Intake"
2178,"LP drainage",
2180,"CISATRICURIUM","Free Form Intake"
2183,"Impact w/fiber 60.0str","IV Infusions"
2186,"Pre admit PRBC","Free Form Intake"
2189,"ABDOMINAL DRAINAGE",
2191,".9% Normal Saline 600.0ml + 2400mgmin Labetolol","IV Drips"
2196,"PEG GRAVITY DRG",
2198,"TPN 2295.0ml","IV Infusions"
2200,"D5W 250.0ml + 20Umin Vasopressin","IV Infusions"
2204,"Protonix gtt","Free Form Intake"
2207,"Nulytely prep","Free Form Intake"
2210,"left chest drain",
2212,"r femoral drng",
2214,"D5W 125.0ml + 250mghr Diltiazem","IV Infusions"
1895,"Glucagon Gtt","Free Form Intake"
1898,"Drain Out #3 T Tube",
1900,"EPIDUAL","Free Form Intake"
1903,"Pancuronium","Free Form Intake"
1905,"ANGIO INTAKE","Free Form Intake"
1908,"D5W WITH 10% ALCOHOL","Free Form Intake"
1912,"ICE CREAM FRAPPE","Free Form Intake"
1915,"FREE WATER","Free Form Intake"
1918,"LEFT CHEST TUBE SITE",
1920,"ANGIO OUTPUT",
1922,"angio urine",
1923,"Lactated Ringers 60.0ml","IV Infusions"
1927,"Impact w/fiber 75.0str","IV Infusions"
1930,"carney crystalloids","Free Form Intake"
1933,"PERICARDIAL DRAIN",
1935,"D5NS 900.0ml","IV Infusions"
1938,"ATG","Free Form Intake"
1940,"Precedex","Free Form Intake"
1943,"Vivonex 30.0str","IV Infusions"
1946,"CARDIAC OUTPUT","Free Form Intake"
1949,"hcl","Free Form Intake"
1951,"ANGIO U/O",
1952,"True PD Balance",
1954,"Impact w/fiber 30.0str","IV Drips"
1957,"lepridum","Free Form Intake"
1960,"NS WITH 50MEQ HCL","Free Form Intake"
1963,"HCL GTT","Free Form Intake"
1966,"GASTROGAV","Free Form Intake"
1968,"bicarb drip","Free Form Intake"
1971,"NA PHOS 40MEQ/500ML","Free Form Intake"
1974,"PRECEDEX ML/HR","Free Form Intake"
1977,"CRYSTALOID","Free Form Intake"
1980,"D10/.9ns","Free Form Intake"
1983,"NAHCO3","Free Form Intake"
1985,"PEG TUBE DRAINAGE",
1987,"OUTSIDE HOSP OUTPUT",
1989,"VENTRICULAR DRAIN",
1991,".9% Normal Saline 100.0ml + 200mghr Morphine Sulfate","IV Infusions"
1997,"CRYSTALLOIDS @ERCP","Free Form Intake"
2000,"output from farr 9",
2002,"EBL/ERCP",
2003,"U/O @ERCP",
2005,"EMERSON INTAKE","Free Form Intake"
2008,"PRISMA",
2009,"EMERSON OUT",
2011,"MANNITOL CC/IV","Free Form Intake"
2014,"FARR 7 IVF","Free Form Intake"
2017,"FARR 7 URINE OUTPUT",
2019,".9% Normal Saline 1200.0ml","IV Infusions"
2022,"Vivonex 900.0str","IV Drips"
2025,"D5.45 60K","Free Form Intake"
2028,"PROMOTE WITH FIBER","Free Form Intake"
880,"Kphos","Free Form Intake"
883,"D5NS 999.0ml","IV Infusions"
885,"D5W 250.0ml + 2500mcghr Fentanyl (Conc)","IV Infusions"
890,"bivalirudin","Free Form Intake"
892,"Pleuracentesis",
894,"hemopytsis",
896,"D5W 50.0ml + 50mghr Midazolam","Cath Lab Intake"
900,".9% Normal Saline 200.0ml + 600mgmin Labetolol","IV Drips"
904,"GU  total output",
906,"D5W 999.0ml","IV Infusions"
909,"cardiac output",
911,"GASTRIC OUT",
912,".9% Normal Saline 200.0ml + 2500mcghr Fentanyl","IV Infusions"
917,".9% Normal Saline 100.0ml + 100mghr Ativan","IV Infusions"
922,"Criticare HN 10.0str","IV Infusions"
925,"ARGATROBAN","Free Form Intake"
928,"Promote w/fiber 300.0str","IV Infusions"
931,"D5W 1000.0ml + 4mcgkgmin Levophed-k","IV Infusions"
935,".9% Normal Saline 250.0ml + 50mgkghr Vecuronium","IV Infusions"
940,"D5W 1500.0ml","IV Infusions"
943,".45% Normal Saline 1750.0ml","IV Infusions"
946,"D5W 500.0ml + 1000Uhr Heparin","Cath Lab Intake"
950,".3% normal Saline 1000.0ml","IV Infusions"
954,"Xigris 20mg/100mL","Free Form Intake"
957,"right abdomen",
958,"cardiac ouput fluid",
961,"Sandostatin","Free Form Intake"
964,"Ara-c chemo gtt","Free Form Intake"
967,".9% Normal Saline 100.0ml + 600mcghr Sandostatin","IV Infusions"
972,"CathLab Output",
973,"cath lab output",
975,"drain flush","Free Form Intake"
978,".9% Normal Saline 250.0ml + 600mgmin Amiodarone","IV Infusions"
1041,"TPN 3000.0ml","IV Infusions"
1043,"D5W 250.0ml + 1mgmin Lidocaine","IV Infusions"
1047,"Impact w/fiber 250.0str","IV Infusions"
1050,"D5W 500.0ml + 800mcgkgmin Dopamine","IV Infusions"
1054,"D5W 15.0ml","IV Infusions"
1057,"IV Piggyback 250.0ml","IV Infusions"
1060,".9% Normal Saline 50.0ml + 25Uhr Insulin","IV Drips"
1064,"Ca Gluc","Free Form Intake"
1067,"K Phos","Free Form Intake"
1069,"PD Dialysate Output",
1072,"TPN 1900.0ml","IV Infusions"
1074,"Optimental 1000.0str","Cath Lab Intake"
1077,"HD fluid off",
1079,".45% Normal Saline 3000.0ml","IV Infusions"
1083,"lr with pictocin","Free Form Intake"
1086,"GoLytely","Free Form Intake"
1088,"Rt.pluerex chst tube",
1091,"TPN 800.0ml","IV Drips"
1093,"Cyclosporin","Free Form Intake"
1096,".45% Normal Saline 800.0ml","IV Infusions"
1099,"Promote 240.0str","IV Infusions"
1102,"BILIARY DRAIN",
1104,"D5W 6000.0ml","IV Infusions"
1107,".45% Normal Saline 5000.0ml","IV Infusions"
1110,"IV Isuprel 1mcg/min","Free Form Intake"
1113,"Drain Out #1 Davol",
1116,".9% Normal Saline 50.0ml + 40mghr Midazolam","IV Infusions"
1120,"TPN w/Lipids 1600.0ml","IV Nutrition"
1123,".9% Normal Saline 3000.0ml","IV Infusions"
1127,"Boost Plus","Tube Feeding"
1129,"Isocal HN 240.0str","Tube Feeding"
1132,".9% Normal Saline 1500.0ml","IV Infusions"
1136,"probalance","Free Form Intake"
1139,"D5W 1300.0ml","IV Infusions"
1141,"Packed RBC's 372.0ml","IV Infusions"
1145,"Lepirudin  mg/kg/hr","IV Drips"
1147,"Dialysate instilled","Free Form Intake"
